Power station name,Installed capacity,Accreditation start date
CleanPeak Energy - Atherton - Solar - QLD,0.1702,4/01/2021
CleanPeak Energy - Sydney St - Solar - QLD,0.2948,4/01/2021
CleanPeak Energy - Allenstown - Solar - QLD,0.5044,4/01/2021
CleanPeak Energy - Goulburn - Solar - NSW,0.7524,4/01/2021
CleanPeak Energy - Carnes Hill - Solar - NSW,0.8369,4/01/2021
CleanPeak Energy - Bass Hill - Solar - NSW,1.0234,4/01/2021
CleanPeak Energy - Campbelltown - Solar - NSW,1.4872,4/01/2021
Astivita Rocklea - Solar - QLD,0.3026,1/01/2021
Colac Area Health-Solar-Vic,0.2488,24/12/2020
Tatura Fresh - Solar  - VIC,0.4048,23/12/2020
CleanPeak Energy - Orange - Solar - NSW,0.4068,22/12/2020
Stanhope Solar Project No. 3 - Solar - VIC,8.1827,22/12/2020
Woolworths Virginia 5681 - Solar - SA,0.2401,21/12/2020
Costco Crossroads - Solar - NSW,0.9702,21/12/2020
Katherine Solar Power Station - Solar - NT,33.7212,21/12/2020
Woolworths Jerrabomberra 1407 - Solar - NSW,0.2935,16/12/2020
Hornsby Hospital Solar PV NSW,0.8653,15/12/2020
Ashfield Aquatic Centre - Solar - NSW,0.2502,14/12/2020
Blacktown Hospital 760kW - Solar - NSW,0.76,14/12/2020
Costco Marsden Park - Solar - NSW,0.9077,14/12/2020
Wunghnu Solar Project - Solar - VIC,8.2574,14/12/2020
Woolworths Christies Beach 5739 - Solar - SA,0.2198,10/12/2020
Euston Club Microgrid - Solar wSGU - NSW,0.5063,9/12/2020
Glenrowan West Solar Farm - Solar - VIC,148.9182,8/12/2020
Woolworths Norwest Support Office West Building - Solar - NSW,0.2322,7/12/2020
Woolworths Norwest Support Office North Building - Solar - NSW,0.2458,7/12/2020
Fragapane Farms - Solar - Vic,0.3295,7/12/2020
Vinpac - Solar - SA,1.0019,7/12/2020
Swan Reach Pump Station 2 (SW3359) - Solar - SA,2.777,7/12/2020
Jemalong Solar Project - Solar PV - NSW,61.4372,7/12/2020
Girgarre Solar Project No. 2 - Solar - VIC,8.2869,4/12/2020
Jaycar 799.68KW - Solar - NSW,0.7997,3/12/2020
APAM Oakland Junction - Solar - VIC,12.2194,3/12/2020
Stanhope Solar Project No. 2 - Solar - VIC,8.3241,2/12/2020
Gangarri Solar Farm - Solar - QLD,144.0118,2/12/2020
Woolworths Mudgee 1086 - Solar - NSW,0.2903,1/12/2020
Adelaide Youth Training Centre - Solar - SA,0.4612,30/11/2020
Yatpool Solar Farm - Solar PV - Vic,106.4974,30/11/2020
Crudine Ridge Wind Farm - Wind - NSW,141.71,28/11/2020
Sentinel Countrywide Retail Emerald - Solar - QLD,0.22,26/11/2020
Woolworths Pemulwuy 1368 - Solar - NSW,0.297,26/11/2020
Cedar Christian College EUtility 199.93kW - Solar w SGU - SA,0.2051,24/11/2020
National Institute of Dramatic Art - Solar - NSW,0.1552,23/11/2020
Woolworths Parkes 1181 - Solar - NSW,0.2999,23/11/2020
Toronto Swim Centre - Solar - NSW,0.1387,19/11/2020
University of Melbourne Shepparton Rural Health - Solar - VIC,0.1772,19/11/2020
Angelo Anestis Aquatic Centre - Solar - NSW,0.2259,19/11/2020
Elizabeth Aquadome - Solar w SGU - SA,0.2541,19/11/2020
Zammit Ham 2 - Solar - NSW,0.2811,17/11/2020
Wellington Solar Farm - Solar - NSW,200.02,14/11/2020
Peninsula Leisure Centre - Solar w SGU - NSW,0.1997,13/11/2020
Metagenics - Solar - QLD,0.78,13/11/2020
Woolworths Katherine 5636 - Solar - NT,0.3097,12/11/2020
Bunnings Bendigo - Solar - VIC,0.3277,11/11/2020
Collector Wind Farm - NSW,226.8,10/11/2020
Domain Building I2 - Solar - QLD,0.5214,6/11/2020
Woolworths Temora 1254 - Solar w SGU - NSW,0.2912,3/11/2020
Ferguson North Wind Farm - VIC,4,2/11/2020
South Melbourne Market w SGU - Solar - VIC,0.2341,30/10/2020
Bunnings Wodonga - Solar - VIC,0.1998,29/10/2020
Molong Solar Farm - Solar - NSW,39.0556,29/10/2020
Giofrelle Nominees-Farm 4 shed - Solar - VIC,0.2318,27/10/2020
Bunnings Gungahlin - Solar - ACT,0.4802,27/10/2020
Domain Building M - Solar - QLD,0.1201,26/10/2020
Domain Building G - Solar - QLD,0.1422,26/10/2020
Domain Building E - Solar - QLD,0.2133,26/10/2020
Tennyson Medical Center - Solar w SGU - SA,0.2702,26/10/2020
Domain Building I1 - Solar  - QLD,0.32,26/10/2020
Garden Island Microgrid - Solar - WA,1.984,24/10/2020
Onluckdonvale - Solar w SGU - VIC,0.2536,23/10/2020
Lake Macquarie Fair Solar PV NSW,0.574,23/10/2020
Life Care - Gaynes Park S2 - Solar [w SGU] -SA,0.1366,22/10/2020
Giofrelle Nominees-Farm 5 shed - Solar - VIC,0.2464,22/10/2020
Mirvac Energy - ATP B2 - Solar - NSW,0.3787,21/10/2020
Methodist Ladies College Kew - Solar w SGU - VIC,0.219,20/10/2020
Eldercare Hendon Nursing Home - Solar - SA,0.1428,19/10/2020
Boronia - Solar w SGU - NSW,0.1689,16/10/2020
Flame Cut Pty Ltd 227.36 kWp Solar - NSW,0.2273,16/10/2020
Vincent Court Hostel Kempsey - Solar - NSW,0.196,13/10/2020
RACV Cape Schanck - Solar wSGU - VIC,0.2654,13/10/2020
Grape Co Pty Ltd - Solar - VIC,0.2432,9/10/2020
Sydney Markets Warehouse Z - Solar - NSW,0.1246,7/10/2020
Woolworths Kadina 5610 - Solar - SA,0.1914,6/10/2020
Kia-Ora Piggery - Agricultural Waste - VIC,0.25,6/10/2020
Genis Steel Somerton - Solar - VIC,0.2996,6/10/2020
LDK Greenway Pty Ltd - Solar - ACT,0.6915,6/10/2020
Yatala Labour Prison - Solar - SA,0.1733,5/10/2020
Caloundra - LFG - QLD,0.85,30/09/2020
Redmud Green Energy 92 - Solar - SA,0.2113,25/09/2020
Edmondson Park Town Centre Solar NSW,0.9095,25/09/2020
Henkell SF Waurn Ponds - Solar - VIC,0.2998,24/09/2020
Civardi Furniture PTY LTD - Solar w SGU - NSW,0.1989,22/09/2020
Sunrise Asset Holdings Boonanarring - Solar - WA,3.0302,21/09/2020
AMP Capital - Trundle - Solar - NSW,6.72,21/09/2020
Caroona - Solar - SA,1.98,18/09/2020
St Hilda's Bayview Tce - Solar w/SGU - WA,0.2079,16/09/2020
Woolworths Mt Isa 2539 - Solar w SGU - NSW,0.1999,15/09/2020
BIDFOOD DARWIN - SOLAR - NT,0.239,15/09/2020
BIDFOOD CAIRNS - SOLAR _QLD,0.2916,15/09/2020
Whitsunday Plaza - Solar - QLD,0.3067,11/09/2020
BLETCHLEY-SOLAR-SA,0.198,10/09/2020
Birkdale Fair - Solar - QLD,0.3003,10/09/2020
St John's Regional College Dandenong - Solar - VIC,0.3072,10/09/2020
Shapecut Pty Ltd-Solar-Qld,0.4002,10/09/2020
Orbost Regional Health - Solar - Vic,0.15,8/09/2020
Wonthaggi Hospital - Solar - VIC,0.444,8/09/2020
University of New England Solar Farm - Solar - NSW,3.2565,8/09/2020
Kiamal Solar Farm - Solar - VIC,256.4803,4/09/2020
Fairfield Hospital Solar PV NSW,0.6588,31/08/2020
Zammit Ham - Solar wSGU - NSW,0.2976,27/08/2020
Bunnings Belconnen - Solar - ACT,0.3299,25/08/2020
Churchlands Senior High School - Solar w SGU - WA,0.4103,25/08/2020
Burwood Brickworks - Solar - VIC,1.0106,25/08/2020
REDMALLEEPOULTRY-SOLAR-SA,0.2293,20/08/2020
WHITEMALLEEPOULTRY-SOLAR-SA,0.2294,20/08/2020
Mammoth Cold Store wSGU - Solar - WA,0.3494,19/08/2020
Brisbane International Cruise Terminal - Solar - QLD,0.7892,18/08/2020
Melton Recycled Water Plant - Waste - VIC,0.7012,14/08/2020
Castlemaine Health - Solar - VIC,0.1997,12/08/2020
Gold Coast Sports and Leisure Centre  - Carrara - Solar - QLD,0.1254,7/08/2020
Fremantle City Cold Stores - Solar wSGU - WA,0.2049,6/08/2020
La Trobe University Caval - Solar - Vic,0.2263,6/08/2020
Master Benchtops - Solar w SGU - NSW,0.2863,6/08/2020
La Trobe University Sports Park - Solar w SGU - Vic,0.7424,6/08/2020
La Trobe University Main Network - Solar w SGU - Vic,1.6474,6/08/2020
Qube MPE Warehouse 1 - Solar - NSW,3.002,6/08/2020
Heritage Care Sydenham - Solar - VIC,0.1999,5/08/2020
Warradarge Wind Farm - Wind - WA,183.6,5/08/2020
Woolworths Narooma 1274 - Solar - NSW,0.1848,29/07/2020
Yuhu Group Pymble Solar - NSW,0.2772,29/07/2020
Redmud Green Energy 88 - Solar - SA,0.2268,27/07/2020
Bunnings Grafton - Solar - NSW,0.147,24/07/2020
Bunnings Australind - Solar - WA,0.2405,24/07/2020
Bonaccord Ingram Walpa - Solar - VIC,0.328,24/07/2020
Albert park Motor Inn Solar Qld,0.14,23/07/2020
Woolworths Port Augusta 5601 - Solar - SA,0.1999,23/07/2020
Woolworths Woodcroft 5622 - Solar - SA,0.1999,23/07/2020
Keysborough South 3805 - Solar - VIC,0.2412,23/07/2020
Woolworths Granville 1759 - Solar - NSW,0.271,23/07/2020
Woolworths Gregory Hills 1331 - Solar - NSW,0.3142,23/07/2020
Middlemount Solar Farm - Solar - QLD,33.7938,21/07/2020
GVW - Shepparton HRAL WMF - Solar - VIC,0.252,17/07/2020
GVW - Shepparton Aerators (North) - Solar - VIC,0.252,17/07/2020
GVW - Shepparton Aerators (South) - Solar - VIC,0.252,17/07/2020
University of the Sunshine Coast - Solar - QLD,2.3561,17/07/2020
Yandin Wind Farm - WA,214.2,13/07/2020
Borg Oberon Solar - NSW,10.1033,9/07/2020
GVW - Fryers St Office - Solar - VIC,0.1192,8/07/2020
Vesuvius Australia Pty Ltd - Solar - NSW,0.132,7/07/2020
RACV Healesville Country Club - Solar - VIC,0.3699,7/07/2020
RACV Torquay Resort - Solar - VIC,0.5158,7/07/2020
RACV Noble Park - Solar - VIC,0.6002,7/07/2020
MSUII - Solar - WA,1.0144,6/07/2020
Nova Nickel Solar WA,6.0967,6/07/2020
Q Eastern Creek 0.9 MW - Solar NSW,0.9984,2/07/2020
Redmud Green Energy 90 - Solar - SA,0.2268,1/07/2020
Epiq Marketplace Lennox Head - Solar - NSW,0.2989,30/06/2020
Katamatite Solar Project - Solar - VIC,8.3851,29/06/2020
DORRIEN ESTATE WINERY - Solar wSGU - SA,0.3805,28/06/2020
White Swan WTP - Solar - Vic,0.3881,25/06/2020
GVW - Broadford WMF - Solar - VIC,0.1152,23/06/2020
GVW - Shepparton No5 PS - Solar - VIC,0.1656,23/06/2020
GVW - Tatura WMF - Solar - VIC,0.1872,23/06/2020
Ballarat North WRP wSGU - Solar - Vic,0.8764,23/06/2020
Robinvale Solar - Solar Energy - VIC,9.4696,23/06/2020
Redmud Green Energy 85 -  Solar - SA,0.2268,19/06/2020
NuPure Frasers Horsley Park No.1 - Solar PV - NSW,1.5196,19/06/2020
Extrusions Australia - Solar - VIC,0.42,18/06/2020
Numurkah Solar Project - Solar - VIC,8.3851,18/06/2020
B J Ball Solar PV NSW,0.1248,17/06/2020
"ISPT Cranbourne Rd, Karingal - Solar w SGU - VIC",0.793,17/06/2020
City of Onkaparinga Field Operations Centre - Solar - SA,0.1191,16/06/2020
Stanbroke Beef Chinchilla - Solar - QLD,0.3672,16/06/2020
Oasis Shopping Village - Solar - NT,0.5476,15/06/2020
Goonumbla Solar Farm - NSW,89.1168,15/06/2020
Mugga Lane - LFG - ACT,4.26,11/06/2020
Brisbane Convention And Exhibition Centre - Solar - QLD,0.3094,10/06/2020
GVW - Shepparton WTP - Solar - VIC,0.148,9/06/2020
Total Laser Cutting Services - Solar - WA,0.2,9/06/2020
Redmud Green Energy 82 - Solar - SA,0.2268,3/06/2020
Knoll Edinburgh North NMI 545 - solar w SGU - SA,0.1986,2/06/2020
Merredin Solar WA,131.9651,1/06/2020
Mawson Trig - Solar - WA,0.2079,29/05/2020
Yatpool broadcasting tower - Solar - VIC,0.2198,29/05/2020
Lal Lal WTP - Solar - VIC,0.2911,28/05/2020
Eldercare Evanston Park  Nursing Home - Solar - SA,0.1502,26/05/2020
Eldercare Seaford Nursing Home - Solar - SA,0.1503,26/05/2020
Eldercare The Lodge Nursing Home-Solar-SA,0.1741,26/05/2020
Tarbat - Solar - QLD,0.2673,26/05/2020
Coles Warradale- Solar- SA,0.1788,25/05/2020
Hay Solar - NSW,0.3927,21/05/2020
Astral Pools - Solar PV  - Vic,0.1752,21/05/2020
St Vincent's Werribee 0.5 MW Solar VIC,0.4772,19/05/2020
Ballarat South WWTP - Solar - Vic,0.8316,19/05/2020
CleanPeak Energy - Salamander Bay - Solar - NSW,0.9517,19/05/2020
White Industries Dalby - Solar - QLD - w SGU,0.1974,15/05/2020
Marist College Emerald w SGU - Solar - QLD,0.2998,15/05/2020
Moorabool Wind Farm - Vic,312,15/05/2020
Ky D-PAK - Solar - VIC,0.3043,14/05/2020
"ISPT White Cross Rd, Winmalee - Solar - NSW",0.1492,12/05/2020
"GVIP Doyles Road, Grahamvale - Solar w SGU - VIC",0.3166,12/05/2020
Bulgana Green Power Hub - Wind - VIC,204.4,12/05/2020
Wickham Farms Killarney - Solar - QLD,0.1782,8/05/2020
Bunnings Southport - Solar - QLD,0.2563,8/05/2020
Gardner Close - Solar - QLD,0.1946,6/05/2020
Gympie Road - Solar - QLD,0.2001,6/05/2020
Jenkin Bros Bayswater Solar - VIC,0.2006,6/05/2020
Temple Bar Solar Power Station - Solar - NT,0.2976,6/05/2020
Darlington Point North Bore - Solar - NSW,0.2925,5/05/2020
Darlington Point South Bore - Solar - NSW,0.2925,5/05/2020
GVW - Numurkah WTP - Numurkah - Solar - VIC,0.1104,1/05/2020
GVW - Shepparton OC - Shepparton - Solar - VIC,0.1104,1/05/2020
BTPS Horsley Park - Solar - NSW,1.7019,30/04/2020
Heritage Gardens Bayswater North Solar - VIC,0.2,29/04/2020
The Mill Castlemaine Solar wSGU - VIC,0.2008,28/04/2020
Stockyard Hill - Wind - VIC,531.93,28/04/2020
Bunnings Mile End - Solar - SA,0.2999,27/04/2020
Bunnings Windsor Gardens - Solar - SA,0.3005,27/04/2020
Bunnings Cannon Hill - Solar - QLD,0.5096,27/04/2020
Bunnings Maroochydore - Solar - QLD,0.5749,27/04/2020
Warwick Solar Farm - Solar - QLD,78.172,24/04/2020
Knoll Edinburgh North NMI A752 - solar w SGU - SA,0.1995,23/04/2020
Tabulam and Templar Homes for Aged - Solar wSGU - VIC,0.1995,23/04/2020
CleanPeak Energy - Southgate Square - Solar - SA,0.7441,22/04/2020
State Archives and Records - Solar - NSW,0.2655,21/04/2020
Presbyterian Ladies College Burwood Solar - VIC,0.6053,21/04/2020
WERNER-SOLAR w SGU-QLD,0.1456,16/04/2020
Coomera Indoor Sports Centre Solar - QLD,0.4403,16/04/2020
Australian Laboratory Services - Solar w SGU - QLD,0.219,15/04/2020
Denfood Bairnsdale wSGU - Solar VIC,0.3,15/04/2020
Cohuna Solar Farm - VIC,34.2418,15/04/2020
Schwartz Family Solar Farm Solar PV NSW,4.94,14/04/2020
CleanPeak Energy - Lansell Square - Solar - VIC,1.0779,9/04/2020
Collins Transport - Wingfield - Solar - SA,0.4999,6/04/2020
Airly Mine - Solar - NSW,2,2/04/2020
Ovida Happy Valley Solar - SA,0.1498,1/04/2020
Andpak - Solar - VIC,0.2698,1/04/2020
Stockland Yennora - Solar - NSW,0.7695,1/04/2020
Costco Oakdale - Solar - NSW,1,1/04/2020
Costco Adelaide - Solar - SA,1.0001,1/04/2020
Costco North Lakes - Solar - QLD,1.0999,1/04/2020
"AUS ZOO Steve Irwin Way, Beerwah - Solar - QLD",0.6386,31/03/2020
Beatty Park Leisure Centre - Solar w SGU - WA,0.1161,30/03/2020
Calamvale Central Shopping Center - QLD,0.8524,26/03/2020
Kolbe Catholic College - Solar w SGU - VIC,0.1804,23/03/2020
The Trustee for Kataria Superannuation Fund-Solar-VIC,0.2,20/03/2020
Club Mulwala-Solar w SGU-NSW,0.296,20/03/2020
Amstel Club Cranbourne - Solar - VIC,0.1608,19/03/2020
Reedy Creek - LFG - QLD,0.85,19/03/2020
Bidfood Richlands Solar QLD,0.2101,17/03/2020
Australian Meat Group - Solar - VIC,1.2337,16/03/2020
Bomen Solar Farm - NSW,121.5399,16/03/2020
Southern Cross Ceramics - Solar - VIC,0.2508,11/03/2020
Molonglo - HNCD - Solar - ACT,0.2726,11/03/2020
Stockland Baringa Shopping Centre - Birtinya - Solar - QLD,0.3706,11/03/2020
Coca-Cola Amatil - Eastern Creek - Solar w SGU- NSW,1.8265,11/03/2020
Dundonnell Wind Farm - VIC,336,11/03/2020
Aldi Derrimut DC - Solar - VIC,1.4002,10/03/2020
DHL Arndell Park - Solar - NSW,0.1701,9/03/2020
Bunnings Port Macquarie - Solar - NSW,0.2604,6/03/2020
Aspley Homemaker City - Solar - QLD,0.5008,6/03/2020
Enwave Tonsley - Solar - SA,2.3413,6/03/2020
Sundown Furniture Derrimut - Solar - VIC,0.1999,5/03/2020
Sigma Pharmaceutical Kemps Creek - NSW - Solar,0.2614,5/03/2020
PGWF - Wind and Solar - WA,3.6351,5/03/2020
Asian United Food Services Stage 2 - Solar - NT,0.3298,4/03/2020
Waroongah Aged Care - Solar w SGU - NSW,0.1733,3/03/2020
Bingo Auburn - Solar - NSW,0.2613,3/03/2020
Cherry Tree Wind Farm - VIC,57.6,3/03/2020
AMASYA-SOLAR-VIC,0.727,27/02/2020
Britton Timbers Dry Mill - Solar - TAS,0.1543,26/02/2020
QLD Health Forensic & Scientific Services - QLD - Solar,0.3312,26/02/2020
Brooklyn River Pump - Solar - VIC,0.264,25/02/2020
Blaney Cold Storage - Solar - NSW,0.6008,24/02/2020
CleanPeak Energy - Bateau Bay - Solar - NSW,1.6848,21/02/2020
Botanicca Building 3 - Solar - VIC,0.1505,20/02/2020
Bankstown District Solar - NSW,0.5398,19/02/2020
Bettapork-Waste-QLD,0.56,19/02/2020
Green Camel Cobbitty - Solar - NSW,0.7456,19/02/2020
Geraldton Aquarena - Solar wSGU - WA,0.1931,18/02/2020
Havilah Hostel Inc - Solar - VIC,0.1996,18/02/2020
Bunnings Taree - Solar - NSW,0.2097,17/02/2020
Bunnings Tamworth - Solar - NSW,0.3304,17/02/2020
Bunnings Coffs Harbour - Solar - NSW,0.4494,17/02/2020
Charles Sturt University Orange 0.64MW - Solar NSW,0.6408,14/02/2020
Traralgon Head Office - Solar PV - VIC,0.2249,13/02/2020
"CSIRO Food Innovation Centre - B2, B4 & B6 - Solar - Vic",0.3,13/02/2020
Rynever Kings Park Solar - NSW,0.3007,13/02/2020
Bunnings Springfield Central - Solar - QLD,0.4195,13/02/2020
JT JOHNSON - SOLAR - SA,0.6486,13/02/2020
Bunnings Goulburn - Solar - NSW,0.2105,12/02/2020
Corowa RSL Club Solar - NSW wSGU,0.406,12/02/2020
ColdXpress Rowville Solar - VIC,0.6969,12/02/2020
St Michael's College Solar - SA,0.1999,11/02/2020
Troy Labs: Glendenning - Solar - NSW,0.2208,11/02/2020
Bunnings Gregory Hills - Solar - NSW,0.2995,10/02/2020
Bunnings Cairns Central - Solar - QLD,0.3009,10/02/2020
Bunnings Lake Haven - Solar - NSW,0.3802,10/02/2020
Bunnings Alice Springs - Solar wSGU - NT,0.4754,10/02/2020
Bunnings Oxenford - Solar - QLD,0.51,10/02/2020
Todae Solar - EE Glendenning 0.149MW - Solar NSW,0.5292,10/02/2020
Bairnsdale District health Services - Solar - VIC,0.6998,10/02/2020
Onslow Solar Farm - WA,1.1177,10/02/2020
Bunnings Victor Harbor - Solar - SA,0.1407,7/02/2020
Bunnings Batemans Bay Solar - NSW,0.2401,7/02/2020
Bunnings Edwardstown - Solar - SA,0.2407,7/02/2020
Bunnings Albury Solar - NSW,0.2937,7/02/2020
Bunnings Bathurst Solar - NSW,0.2994,7/02/2020
Bunnings Dural - Solar - NSW,0.2994,7/02/2020
Bunnings Orange Solar - NSW,0.2998,7/02/2020
Bunnings Smithfield - Solar - NSW,0.2998,7/02/2020
Bunnings Kirrawee Solar - NSW,0.3002,7/02/2020
Bunnings Geelong North Solar - VIC,0.3322,7/02/2020
Bunnings Toowoomba West Solar - QLD,0.3556,7/02/2020
Bunnings Toowoomba North Solar - QLD,0.3573,7/02/2020
Bunnings Underwood - Solar - QLD,0.4749,7/02/2020
The Cathedral College Rockhampton - Solar - QLD,0.4983,7/02/2020
Icon Water Stromlo - Solar - ACT,0.221,6/02/2020
Icon Water Lower Molonglo - Solar - ACT,1.092,6/02/2020
SLQ-SOLAR-QLD,0.208,5/02/2020
Actron Air Marsden Park - Solar - NSW,0.3898,5/02/2020
Green Peak Energy Essendon Solar wSGU - VIC,0.2422,4/02/2020
Bunnings Bundamba - Solar - QLD,0.3896,3/02/2020
Hillbrook Sth - Solar w SGU - QLD,0.4966,31/01/2020
Gin Gin and Dry Solar wSGU - QLD,0.2034,30/01/2020
Bunnings Bethania - Solar - QLD,0.4499,30/01/2020
Bunnings Manly West - Solar - QLD,0.54,30/01/2020
Bunnings West Ipswich - Solar - QLD,0.5715,30/01/2020
Ferrero Australia - Solar - NSW,0.6731,29/01/2020
Granville Harbour Wind Farm - Wind - TAS,111.6,28/01/2020
Bungama 2 - Solar - SA,5.8608,23/01/2020
Kadina 1 - Solar - SA,5.8608,23/01/2020
Bay Plaza Solar PV Qld,0.2419,21/01/2020
602 Forrest North-Solar-WA,0.1527,20/01/2020
ADSCS GERALDTON - SOLAR - WA,1.56,20/01/2020
EZY-FIT Salisbury South - Solar w SGU - SA,0.1989,17/01/2020
National Ceramics Rutherford Solar - NSW,1,16/01/2020
Baroota 4.99MVA Solar Farm - SA,8.932,13/01/2020
Adelaide Resource Recovery Solar 1 Dry Creek - SA,1.3007,10/01/2020
Byron Bay STP - Solar w SGU - NSW,0.1552,7/01/2020
Rooty Hill car Park - Solar - NSW,0.2908,7/01/2020
Allambi Nursing Home - Solar w SGU - SA,0.3296,7/01/2020
Department of Justice and Regulation Ararat - Solar - VIC,0.2123,6/01/2020
Freedom Foods - Solar - VIC,3.7787,6/01/2020
Westmont Aged Care Caravan Shed - Solar - VIC,0.1152,23/12/2019
Britton Timbers Green Mill - Solar - Tas,0.1543,19/12/2019
TERRYTYZACK - SOLAR - WA,0.1999,18/12/2019
Port Adelaide Plaza - Solar w SGU - SA,0.9153,18/12/2019
ARYZTA Dandenong - Solar - VIC,0.3374,17/12/2019
"ISPT Ashley St, Braybrook - Solar - VIC - SGU",0.4006,17/12/2019
Brickworks Marketplace - Solar - SA,0.5443,17/12/2019
Darlington Point Solar Farm - Solar - NSW,332.8055,17/12/2019
Mushroom Composters - Solar - NSW,0.2448,13/12/2019
Redmud Green  Energy 80 - Solar - VIC,0.3402,13/12/2019
GroMor - Solar - NSW,1.6952,13/12/2019
Opal Burpengary - Solar - QLD,0.132,12/12/2019
601 Forrest South-Solar-WA,0.1527,12/12/2019
GWKEWDER - SOLAR - VIC,0.1976,12/12/2019
Department of Justice and Community Safety Middleton Prison - Solar w SGU - VIC,0.2649,12/12/2019
Echuca Solar Project - Solar - VIC,8.2992,12/12/2019
"ISPT Baylis St, Wagga Wagga - Solar - NSW - SGU",0.4953,11/12/2019
Bunnings Caringbah Solar - NSW,0.7501,11/12/2019
Port Bonython Solar Power Station - SA,2.1204,11/12/2019
Bunnings Munno Para Solar - SA,0.2407,10/12/2019
Micro Plastics Dandenong South Solar - VIC,0.2497,10/12/2019
Bunnings Rockhampton Solar - QLD,0.2992,10/12/2019
Opal Carseldine- Solar - QLD,0.1488,9/12/2019
Opal Calamvale Solar- QLD,0.1511,9/12/2019
CISAC Bruce ACT - Solar,0.2494,9/12/2019
"ISPT March St, Richmond - Solar - NSW - SGU",0.2983,9/12/2019
Denmac Darra - PV - Qld,0.815,9/12/2019
Meramist Caboolture - Solar w SGU - QLD,0.1996,5/12/2019
"VICINITY Millers Road, Altona North - Solar - VIC",0.5585,5/12/2019
St Pauls College - Solar w SGU - SA,0.2186,4/12/2019
Maryborough District Health Service Solar w SGU - VIC,0.2006,3/12/2019
Altona Salt Reduction Plant - Solar w SGU - VIC,0.1773,2/12/2019
Portland Wind Turbine - VIC,0.8,2/12/2019
Baiada Poultry - Solar - SA,0.8173,2/12/2019
Seaford Heights - LFG and Solar - SA,3.9762,2/12/2019
Limondale Sun Farm 1 - Solar - NSW,306.0205,2/12/2019
Mater Townsville 452kW - Solar - QLD,0.4521,29/11/2019
Sheldon College- Solar w SGU-QLD,0.6784,29/11/2019
Granny Smith Mine 1 - Solar - WA,7.7184,29/11/2019
SteelRod - Solar - QLD,0.19,28/11/2019
"ISPT Hibberson St, Gungahlin - Solar - ACT",0.2999,28/11/2019
Gilmac - Goornong - Solar - Victoria,0.4666,28/11/2019
Kito PWB - Solar - Vic,0.2864,27/11/2019
Kagome_01 - Solar - Vic,0.2396,26/11/2019
Tweed Heads Bowls Club - Solar w SGU - NSW,0.425,26/11/2019
"ISPT Sydney Rd, Brunswick - Solar w SGU - VIC",0.4996,26/11/2019
Maryrorough - solar - QLD,34.5477,26/11/2019
Opal Ringwood - Solar - VIC,0.1742,25/11/2019
Mirvac Energy - ATP B1 - Solar - NSW,0.281,25/11/2019
Girgarre Solar Project - Solar - VIC,8.2992,25/11/2019
Stanhope Solar Project - Solar - VIC,8.2992,25/11/2019
SA Power Networks Depot Marlelston - Solar - SA,0.2108,22/11/2019
Coca-Cola Amatil Pty Ltd - Solar - WA,0.6925,22/11/2019
Barwon Water - Wurdee Boluc solar farm - VIC,0.3022,21/11/2019
Summerhill Solar Farm - Solar - NSW,5.011,21/11/2019
Harvey - Solar wSGU - WA,0.1895,20/11/2019
Safecorp Group Ltd - Solar - SA,0.2244,20/11/2019
The Parks Recreation & Sports Centre- Solar- SA,0.2308,20/11/2019
Maroondah City Council Solar PV Vic,0.231,20/11/2019
Armstrong Flooring - Solar - VIC,0.301,20/11/2019
Opal Browns Plains - Solar - QLD,0.1997,19/11/2019
"ISPT Mitchell St, Bendigo - Solar - VIC",0.5999,19/11/2019
Yarranlea solar QLD,133.769,19/11/2019
Eagle Farm Solar - QLD,0.1512,15/11/2019
NEM Group Idalia  - Solar w SGU  - QLD,0.1924,15/11/2019
Wodonga Institute of Tafe - Solar w SGU  - VIC,0.4774,15/11/2019
Rhinland Cold Storage - Solar - WA,0.1657,13/11/2019
Akubra Hats Kempsey Solar - NSW,0.2006,13/11/2019
Phillip Island Visitor Centre Solar - VIC,0.2065,13/11/2019
Coastal Lakes College - Solar - WA,0.4918,13/11/2019
The King's School - Solar w SGU- NSW,0.1577,12/11/2019
Country Pride Eggs Solar - VIC,0.264,12/11/2019
Total Food Distributor WA - Solar,0.3001,12/11/2019
MERBEIN MUSHROOMS PTY LTD (Farm)- Solar SGU Upgrade- VIC,0.3602,12/11/2019
Westpac Concord - Solar - NSW,1.0332,12/11/2019
Aldi Dandenong DC - Solar - VIC,1.4997,12/11/2019
Electrolux Home Products Pty Limited - Solar w SGU - SA,2.6003,12/11/2019
Confoil Bayswater - Solar - VIC,0.5005,8/11/2019
PFD Foodservices - Solar - NSW,0.7524,8/11/2019
Livingston Marketplace - Solar - WA,1.0047,8/11/2019
Symbion Acacia Ridge - Solar - QLD,0.2697,7/11/2019
Bunnings Nerang Solar - QLD,0.22,6/11/2019
Nevertire Solar Farm - Solar - NSW,131.8473,6/11/2019
Woolworths Young - Solar - NSW,0.1208,4/11/2019
Austruss - Solar - NSW,0.1502,4/11/2019
Redmud Green Energy 68 - Solar - SA,0.2268,4/11/2019
Woolworths Chermside Marketplace - Solar - QLD,0.2677,4/11/2019
Barker Trailers - Solar w SGU - VIC,0.3202,4/11/2019
